;Timestamp;SensorType;LC_Activity;Active;Sensor_Added;SensorActivationTime;Duration;LC;room;room_major;Case;Cluster;Routine
10654;2007-11-02 15:46:29.364262;M;21;1.0;21;4.5920190000000005;0.9897330000000001;s;hallway_downstairs;hallway_downstairs;361;0;weekday_
10656;2007-11-02 15:46:30.353995;M;24;1.0;24;1.736134;2.1201470000000002;s;hallway_downstairs;hallway_downstairs;361;0;weekday_
10659;2007-11-02 15:46:32.474142;M;24;1.0;24;8.092722;1.0241;s;hallway_downstairs;hallway_downstairs;361;0;weekday_
10661;2007-11-02 15:46:33.498242;M;25;1.0;25;5.015116;187.560024;s;hallway_downstairs;hallway_downstairs;361;0;weekday_
10665;2007-11-02 15:49:41.058266;M;24;1.0;24;9.226812;2.9667280000000003;s;hallway_downstairs;hallway_downstairs;361;0;weekday_
10666;2007-11-02 15:49:44.024994;M;21;1.0;21;4.798427;2.441719;s;hallway_downstairs;hallway_downstairs;361;0;weekday_
10667;2007-11-02 15:49:46.466713;M;19;1.0;19;2.564521;1.2079030000000002;s;hallway_downstairs;hallway_downstairs;361;0;weekday_
10668;2007-11-02 15:49:47.674616;M;18;1.0;18;3.520216;1.806651;s;kitchen;kitchen;362;0;weekday_
10671;2007-11-02 15:49:49.481267;M;17;1.0;17;6.424836;3.5971460000000004;s;kitchen;kitchen;362;0;weekday_
10674;2007-11-02 15:49:53.078413;M;19;1.0;19;5.943975;0.30182200000000003;s;hallway_downstairs;kitchen;362;0;weekday_
10675;2007-11-02 15:49:53.380235;M;18;1.0;18;6.6112400000000004;4.120013;s;kitchen;kitchen;362;0;weekday_
10677;2007-11-02 15:49:57.500248;M;17;1.0;17;7.713444000000001;8.629190000000001;s;kitchen;kitchen;362;0;weekday_
10681;2007-11-02 15:50:06.129438;M;17;1.0;17;3.3950970000000003;4.048924;s;kitchen;kitchen;362;0;weekday_
10683;2007-11-02 15:50:10.178362;M;17;1.0;17;0.8502470000000001;6.654194;s;kitchen;kitchen;362;0;weekday_
10685;2007-11-02 15:50:16.832556;M;17;1.0;17;3.407096;7.581967000000001;s;kitchen;kitchen;362;0;weekday_
10687;2007-11-02 15:50:24.414523;M;17;1.0;17;1.7575310000000002;4.168881;s;kitchen;kitchen;362;0;weekday_
10689;2007-11-02 15:50:28.583404;M;17;1.0;17;1.8555020000000002;14.424782;s;kitchen;kitchen;362;0;weekday_
10691;2007-11-02 15:50:43.008186;M;17;1.0;17;2.118892;7.217040000000001;s;kitchen;kitchen;362;0;weekday_
10693;2007-11-02 15:50:50.225226;M;17;1.0;17;2.314388;3.7722430000000005;s;kitchen;kitchen;362;0;weekday_
10695;2007-11-02 15:50:53.997469;M;17;1.0;17;2.0568470000000003;3.8664400000000003;s;kitchen;kitchen;362;0;weekday_
10697;2007-11-02 15:50:57.863909;M;17;1.0;17;3.047183;5.235074;s;kitchen;kitchen;362;0;weekday_
10699;2007-11-02 15:51:03.098983;M;17;1.0;17;1.9879550000000001;2.493989;s;kitchen;kitchen;362;0;weekday_
10701;2007-11-02 15:51:05.592972;M;17;1.0;17;11.423432;11.998283;s;kitchen;kitchen;362;0;weekday_
10703;2007-11-02 15:51:17.591255;M;17;1.0;17;1.106699;2.053446;s;kitchen;kitchen;362;0;weekday_
10705;2007-11-02 15:51:19.644701;M;17;1.0;17;1.919558;2.385421;s;kitchen;kitchen;362;0;weekday_
10707;2007-11-02 15:51:22.030122;M;17;1.0;17;1.984461;2.0580130000000003;s;kitchen;kitchen;362;0;weekday_
10709;2007-11-02 15:51:24.088135;M;17;1.0;17;2.29279;3.369514;s;kitchen;kitchen;362;0;weekday_
10711;2007-11-02 15:51:27.457649;M;17;1.0;17;11.95575;8.156767;s;kitchen;kitchen;362;0;weekday_
10712;2007-11-02 15:51:35.614416;M;18;1.0;18;3.932957;0.893758;s;kitchen;kitchen;362;0;weekday_
10713;2007-11-02 15:51:36.508174;M;19;1.0;19;5.916421000000001;1.946492;s;hallway_downstairs;hallway_downstairs;363;0;weekday_
10714;2007-11-02 15:51:38.454666;M;21;1.0;21;0.642359;2.094411;s;hallway_downstairs;hallway_downstairs;363;0;weekday_
10718;2007-11-02 15:51:40.549077;M;21;1.0;21;3.4850670000000004;0.395901;s;hallway_downstairs;hallway_downstairs;363;0;weekday_
10719;2007-11-02 15:51:40.944978;M;24;1.0;24;6.702284000000001;1.3236530000000002;s;hallway_downstairs;hallway_downstairs;363;0;weekday_
10720;2007-11-02 15:51:42.268631;M;25;1.0;25;3.8030130000000004;762.7294870000001;s;hallway_downstairs;hallway_downstairs;363;0;weekday_
10725;2007-11-02 16:04:24.998118;M;24;1.0;24;6.285863;1.859474;s;hallway_downstairs;hallway_downstairs;363;0;weekday_
10726;2007-11-02 16:04:26.857592;M;25;1.0;25;3.9424150000000004;3.199459;s;hallway_downstairs;hallway_downstairs;363;0;weekday_
10727;2007-11-02 16:04:30.057051;M;21;1.0;21;2.727666;1.0869280000000001;s;hallway_downstairs;hallway_downstairs;363;0;weekday_
10729;2007-11-02 16:04:31.143979;M;22;1.0;22;2.55253;1.372803;s;hallway_downstairs;hallway_downstairs;363;0;weekday_
10731;2007-11-02 16:04:32.516782;M;23;1.0;23;1.971516;0.40990600000000005;s;hallway_downstairs;hallway_downstairs;363;0;weekday_
10733;2007-11-02 16:04:32.926688;M;1;1.0;1;3.180175;0.884796;s;living_room;living_room;364;6;weekday_
10735;2007-11-02 16:04:33.811484;M;8;1.0;8;3.899932;0.13997;s;living_room;living_room;364;6;weekday_
10736;2007-11-02 16:04:33.951454;M;7;1.0;7;5.1799100000000005;4.14508;s;living_room;living_room;364;6;weekday_
10740;2007-11-02 16:04:38.096534;M;6;1.0;6;4.59916;2.9690250000000002;s;living_room;living_room;364;6;weekday_
10742;2007-11-02 16:04:41.065559;M;10;1.0;10;6.143960000000001;25.376788;s;living_room;living_room;364;6;weekday_
10745;2007-11-02 16:05:06.442347;M;10;1.0;10;3.8939410000000003;4.534765;s;living_room;living_room;364;6;weekday_
10747;2007-11-02 16:05:10.977112;M;6;1.0;6;2.50332;1.593561;s;living_room;living_room;364;6;weekday_
10748;2007-11-02 16:05:12.570673;M;10;1.0;10;2.817254;0.13697800000000002;s;living_room;living_room;364;6;weekday_
10749;2007-11-02 16:05:12.707651;M;5;1.0;5;1.6765420000000002;29.05758;s;living_room;living_room;364;6;weekday_
10753;2007-11-02 16:05:41.765231;M;10;1.0;10;1.8634940000000002;2.4793250000000002;s;living_room;living_room;364;6;weekday_
10755;2007-11-02 16:05:44.244556;M;10;1.0;10;4.637703;18.013763;s;living_room;living_room;364;6;weekday_
10757;2007-11-02 16:06:02.258319;M;10;1.0;10;1.9034890000000002;6.412254000000001;s;living_room;living_room;364;6;weekday_
10759;2007-11-02 16:06:08.670573;M;10;1.0;10;1.023716;8.749614000000001;s;living_room;living_room;364;6;weekday_
10761;2007-11-02 16:06:17.420187;M;10;1.0;10;1.015717;1.154694;s;living_room;living_room;364;6;weekday_
10763;2007-11-02 16:06:18.574881;M;10;1.0;10;1.5665650000000002;166.161381;s;living_room;living_room;364;6;weekday_
10765;2007-11-02 16:09:04.736262;M;10;1.0;10;1.9365830000000002;5.423625;s;living_room;living_room;364;6;weekday_
10767;2007-11-02 16:09:10.159887;M;10;1.0;10;1.0420770000000001;137.935474;s;living_room;living_room;364;6;weekday_
10769;2007-11-02 16:11:28.095361;M;10;1.0;10;1.866184;5.344325;s;living_room;living_room;364;6;weekday_
10771;2007-11-02 16:11:33.439686;M;10;1.0;10;1.01589;4.18308;s;living_room;living_room;364;6;weekday_
10773;2007-11-02 16:11:37.622766;M;10;1.0;10;1.683526;223.16251100000002;s;living_room;living_room;364;6;weekday_
10775;2007-11-02 16:15:20.785277;M;10;1.0;10;2.63126;290.515686;s;living_room;living_room;364;6;weekday_
10777;2007-11-02 16:20:11.300963;M;10;1.0;10;1.338133;152.52659500000001;s;living_room;living_room;364;6;weekday_
10779;2007-11-02 16:22:43.827558;M;10;1.0;10;0.999735;29.758533000000003;s;living_room;living_room;364;6;weekday_
10781;2007-11-02 16:23:13.586091;M;7;1.0;7;1.5955560000000002;9.153536;s;living_room;living_room;364;6;weekday_
10783;2007-11-02 16:23:22.739627;M;7;1.0;7;1.7795200000000002;28.403682000000003;s;living_room;living_room;364;6;weekday_
10785;2007-11-02 16:23:51.143309;M;10;1.0;10;1.786515;64.68841900000001;s;living_room;living_room;364;6;weekday_
10787;2007-11-02 16:24:55.831728;M;6;1.0;6;1.6236130000000002;481.46004000000005;s;living_room;living_room;364;6;weekday_
10789;2007-11-02 16:32:57.291768;M;10;1.0;10;1.9219300000000001;19.803108;s;living_room;living_room;364;6;weekday_
10791;2007-11-02 16:33:17.094876;M;10;1.0;10;2.441453;300.16242;s;living_room;living_room;364;6;weekday_
10793;2007-11-02 16:38:17.257296;M;10;1.0;10;2.1031910000000003;161.15931;s;living_room;living_room;364;6;weekday_
10795;2007-11-02 16:40:58.416606;M;10;1.0;10;0.9871000000000001;4.606745;s;living_room;living_room;364;6;weekday_
10797;2007-11-02 16:41:03.023351;M;10;1.0;10;1.8155050000000001;123.37168000000001;s;living_room;living_room;364;6;weekday_
10799;2007-11-02 16:43:06.395031;M;10;1.0;10;0.9847180000000001;2.9931780000000003;s;living_room;living_room;364;6;weekday_
10801;2007-11-02 16:43:09.388209;M;9;1.0;9;1.3089540000000002;1.793983;s;living_room;living_room;364;6;weekday_
10803;2007-11-02 16:43:11.182192;M;9;1.0;9;1.9341730000000001;46.952699;s;living_room;living_room;364;6;weekday_
10805;2007-11-02 16:43:58.134891;M;10;1.0;10;1.422101;1.5891110000000002;s;living_room;living_room;364;6;weekday_
10807;2007-11-02 16:43:59.724002;M;10;1.0;10;1.027095;20.692875;s;living_room;living_room;364;6;weekday_
10809;2007-11-02 16:44:20.416877;M;7;1.0;7;1.582152;85.710386;s;living_room;living_room;364;6;weekday_
10811;2007-11-02 16:45:46.127263;M;10;1.0;10;1.9994480000000001;517.949665;s;living_room;living_room;364;6;weekday_
10813;2007-11-02 16:54:24.076928;M;6;1.0;6;2.795296;600.712764;s;living_room;living_room;364;6;weekday_
10815;2007-11-02 17:04:24.789692;M;10;1.0;10;0.991005;1.561935;s;living_room;living_room;364;6;weekday_
10817;2007-11-02 17:04:26.351627;M;10;1.0;10;2.007416;8.742941;s;living_room;living_room;364;6;weekday_
10819;2007-11-02 17:04:35.094568;M;10;1.0;10;1.878875;2.182795;s;living_room;living_room;364;6;weekday_
10821;2007-11-02 17:04:37.277363;M;6;1.0;6;1.703538;2.112416;s;living_room;living_room;364;6;weekday_
10823;2007-11-02 17:04:39.389779;M;10;1.0;10;1.5745840000000002;10.530753;s;living_room;living_room;364;6;weekday_
10825;2007-11-02 17:04:49.920532;M;9;1.0;9;1.533614;0.8297910000000001;s;living_room;living_room;364;6;weekday_
10826;2007-11-02 17:04:50.750323;M;10;1.0;10;3.054173;1.485602;s;living_room;living_room;364;6;weekday_
10828;2007-11-02 17:04:52.235925;M;6;1.0;6;1.4496010000000001;2.113423;s;living_room;living_room;364;6;weekday_
10831;2007-11-02 17:04:54.349348;M;6;1.0;6;0.6877570000000001;1.6775330000000002;s;living_room;living_room;364;6;weekday_
10833;2007-11-02 17:04:56.026881;M;5;1.0;5;2.175393;0.147987;s;living_room;living_room;364;6;weekday_
10834;2007-11-02 17:04:56.174868;M;6;1.0;6;2.4352970000000003;1.3716350000000002;s;living_room;living_room;364;6;weekday_
10835;2007-11-02 17:04:57.546503;M;10;1.0;10;4.526001;0.780753;s;living_room;living_room;364;6;weekday_
10837;2007-11-02 17:04:58.327256;M;9;1.0;9;1.9464590000000002;3.158125;s;living_room;living_room;364;6;weekday_
10840;2007-11-02 17:05:01.485381;M;9;1.0;9;1.893474;2.627273;s;living_room;living_room;364;6;weekday_
10843;2007-11-02 17:05:04.112654;M;6;1.0;6;1.573557;0.124964;s;living_room;living_room;364;6;weekday_
10844;2007-11-02 17:05:04.237618;M;10;1.0;10;3.715971;2.022438;s;living_room;living_room;364;6;weekday_
10846;2007-11-02 17:05:06.260056;M;9;1.0;9;1.7818900000000002;26.323066;s;living_room;living_room;364;6;weekday_
10849;2007-11-02 17:05:32.583122;M;5;1.0;5;1.628945;23.047081000000002;s;living_room;living_room;364;6;weekday_
10851;2007-11-02 17:05:55.630203;M;6;1.0;6;1.018944;315.782298;s;living_room;living_room;364;6;weekday_
10853;2007-11-02 17:11:11.412501;M;10;1.0;10;1.552154;679.187315;s;living_room;living_room;364;6;weekday_
10855;2007-11-02 17:22:30.599816;M;9;1.0;9;1.6371900000000001;264.677341;s;living_room;living_room;364;6;weekday_
10857;2007-11-02 17:26:55.277157;M;10;1.0;10;2.6053;19.003934;s;living_room;living_room;364;6;weekday_
10859;2007-11-02 17:27:14.281091;M;9;1.0;9;1.750701;389.960825;s;living_room;living_room;364;6;weekday_
10861;2007-11-02 17:33:44.241916;M;6;1.0;6;3.132508;493.41658800000005;s;living_room;living_room;364;6;weekday_
10863;2007-11-02 17:41:57.658504;M;10;1.0;10;1.6298050000000002;158.95156;s;living_room;living_room;364;6;weekday_
10865;2007-11-02 17:44:36.610064;M;6;1.0;6;1.945464;5.7904100000000005;s;living_room;living_room;364;6;weekday_
10867;2007-11-02 17:44:42.400474;M;5;1.0;5;0.6035280000000001;1.623563;s;living_room;living_room;364;6;weekday_
10869;2007-11-02 17:44:44.024037;M;9;1.0;9;1.829469;0.19795700000000002;s;living_room;living_room;364;6;weekday_
10871;2007-11-02 17:44:44.221994;M;11;1.0;11;3.1411290000000003;3.018145;s;living_room;living_room;364;6;weekday_
10870;2007-11-02 17:44:44.221994;M;10;1.0;10;1.4815690000000001;0.0;s;living_room;living_room;364;6;weekday_
10874;2007-11-02 17:44:47.240139;M;10;1.0;10;3.418088;3.8939470000000003;s;living_room;living_room;364;6;weekday_
10877;2007-11-02 17:44:51.134086;M;10;1.0;10;1.787509;72.23333500000001;s;living_room;living_room;364;6;weekday_
10879;2007-11-02 17:46:03.367421;M;10;1.0;10;2.009463;1.585892;s;living_room;living_room;364;6;weekday_
10880;2007-11-02 17:46:04.953313;M;9;1.0;9;1.051353;0.9834240000000001;s;living_room;living_room;364;6;weekday_
10882;2007-11-02 17:46:05.936737;M;10;1.0;10;1.0097260000000001;1.5155910000000001;s;living_room;living_room;364;6;weekday_
10885;2007-11-02 17:46:07.452328;M;10;1.0;10;3.341108;1.403609;s;living_room;living_room;364;6;weekday_
10886;2007-11-02 17:46:08.855937;M;9;1.0;9;1.937499;7.798781000000001;s;living_room;living_room;364;6;weekday_
10889;2007-11-02 17:46:16.654718;M;10;1.0;10;1.031096;1.174118;s;living_room;living_room;364;6;weekday_
10891;2007-11-02 17:46:17.828836;M;6;1.0;6;1.341126;0.13706000000000002;s;living_room;living_room;364;6;weekday_
10892;2007-11-02 17:46:17.965896;M;9;1.0;9;3.4411820000000004;1.7001410000000001;s;living_room;living_room;364;6;weekday_
10894;2007-11-02 17:46:19.666037;M;10;1.0;10;1.599051;1411.8330780000001;s;living_room;living_room;364;6;weekday_
10897;2007-11-02 18:09:51.499115;M;10;1.0;10;1.3436290000000002;636.541453;s;living_room;living_room;364;6;weekday_
10899;2007-11-02 18:20:28.040568;M;10;1.0;10;3.5336550000000004;153.497466;s;living_room;living_room;364;6;weekday_
10901;2007-11-02 18:23:01.538034;M;10;1.0;10;2.866193;2.988182;s;living_room;living_room;364;6;weekday_
10903;2007-11-02 18:23:04.526216;M;10;1.0;10;1.5335720000000002;1275.4640610000001;s;living_room;living_room;364;6;weekday_
10905;2007-11-02 18:44:19.990277;M;6;1.0;6;3.0391190000000003;1.225624;s;living_room;living_room;364;6;weekday_
10906;2007-11-02 18:44:21.215901;M;5;1.0;5;2.5152970000000003;0.32591000000000003;s;living_room;living_room;364;6;weekday_
10907;2007-11-02 18:44:21.541811;M;10;1.0;10;6.855514;10.534518;s;living_room;living_room;364;6;weekday_
10911;2007-11-02 18:44:32.076329;M;10;1.0;10;1.710758;135.779358;s;living_room;living_room;364;6;weekday_
10913;2007-11-02 18:46:47.855687;M;10;1.0;10;1.607714;1.7816690000000002;s;living_room;living_room;364;6;weekday_
10915;2007-11-02 18:46:49.637356;M;10;1.0;10;2.40133;198.30049100000002;s;living_room;living_room;364;6;weekday_
10917;2007-11-02 18:50:07.937847;M;10;1.0;10;3.345187;30.494724;s;living_room;living_room;364;6;weekday_
10919;2007-11-02 18:50:38.432571;M;10;1.0;10;2.10142;298.566864;s;living_room;living_room;364;6;weekday_
10921;2007-11-02 18:55:36.999435;M;10;1.0;10;3.174348;128.236201;s;living_room;living_room;364;6;weekday_
10923;2007-11-02 18:57:45.235636;M;10;1.0;10;2.14241;117.77050000000001;s;living_room;living_room;364;6;weekday_
10925;2007-11-02 18:59:43.006136;M;10;1.0;10;6.264886000000001;8.055401;s;living_room;living_room;364;6;weekday_
10927;2007-11-02 18:59:51.061537;M;10;1.0;10;8.597876000000001;3.918464;s;living_room;living_room;364;6;weekday_
10928;2007-11-02 18:59:54.980001;M;9;1.0;9;2.144174;46.693146000000006;s;living_room;living_room;364;6;weekday_
10931;2007-11-02 19:00:41.673147;M;10;1.0;10;5.800350000000001;3.307065;s;living_room;living_room;364;6;weekday_
10932;2007-11-02 19:00:44.980212;M;6;1.0;6;1.47757;81.43398300000001;s;living_room;living_room;364;6;weekday_
10935;2007-11-02 19:02:06.414195;M;10;1.0;10;2.6333;8.086614;s;living_room;living_room;364;6;weekday_
10937;2007-11-02 19:02:14.500809;M;10;1.0;10;3.8556260000000004;103.354005;s;living_room;living_room;364;6;weekday_
10939;2007-11-02 19:03:57.854814;M;10;1.0;10;1.9154520000000002;0.253927;s;living_room;living_room;364;6;weekday_
10940;2007-11-02 19:03:58.108741;M;6;1.0;6;7.085978000000001;2.127386;s;living_room;living_room;364;6;weekday_
10942;2007-11-02 19:04:00.236127;M;10;1.0;10;2.31937;2.171395;s;living_room;living_room;364;6;weekday_
10943;2007-11-02 19:04:02.407522;M;7;1.0;7;3.547003;1.2276470000000002;s;living_room;living_room;364;6;weekday_
10945;2007-11-02 19:04:03.635169;M;8;1.0;8;3.4122380000000003;0.22592500000000001;s;living_room;living_room;364;6;weekday_
10946;2007-11-02 19:04:03.861094;M;9;1.0;9;3.733963;2.377342;s;living_room;living_room;364;6;weekday_
10949;2007-11-02 19:04:06.238436;M;15;1.0;15;2.841203;4.384753;s;living_room;living_room;364;6;weekday_
10953;2007-11-02 19:04:10.623189;M;15;1.0;15;4.15882;0.8497560000000001;s;living_room;living_room;364;6;weekday_
10954;2007-11-02 19:04:11.472945;M;16;1.0;16;4.7726500000000005;2.759217;s;kitchen;kitchen;365;0;weekday_
10955;2007-11-02 19:04:14.232162;M;17;1.0;17;5.855384;7.590883000000001;s;kitchen;kitchen;365;0;weekday_
10959;2007-11-02 19:04:21.823045;M;17;1.0;17;1.684527;4.154067;s;kitchen;kitchen;365;0;weekday_
10961;2007-11-02 19:04:25.977112;M;17;1.0;17;10.475405;14.364692000000002;s;kitchen;kitchen;365;0;weekday_
10963;2007-11-02 19:04:40.341804;M;17;1.0;17;3.6638070000000003;28.82382;s;kitchen;kitchen;365;0;weekday_
10965;2007-11-02 19:05:09.165624;M;17;1.0;17;2.3553300000000004;2.834544;s;kitchen;kitchen;365;0;weekday_
10967;2007-11-02 19:05:12.000168;M;17;1.0;17;2.6638900000000003;3.4277100000000003;s;kitchen;kitchen;365;0;weekday_
10969;2007-11-02 19:05:15.427878;M;17;1.0;17;11.900599000000001;14.102966;s;kitchen;kitchen;365;0;weekday_
10971;2007-11-02 19:05:29.530844;M;17;1.0;17;3.058142;23.484745;s;kitchen;kitchen;365;0;weekday_
10973;2007-11-02 19:05:53.015589;M;17;1.0;17;9.705574;6.171329;s;kitchen;kitchen;365;0;weekday_
10974;2007-11-02 19:05:59.186918;M;16;1.0;16;3.6492440000000004;0.355034;s;kitchen;kitchen;365;0;weekday_
10975;2007-11-02 19:05:59.541952;M;15;1.0;15;3.9941530000000003;0.540053;s;living_room;living_room;366;6;weekday_
10976;2007-11-02 19:06:00.082005;M;8;1.0;8;5.617704000000001;1.993162;s;living_room;living_room;366;6;weekday_
10977;2007-11-02 19:06:02.075167;M;7;1.0;7;3.480582;1.1659620000000002;s;living_room;living_room;366;6;weekday_
10980;2007-11-02 19:06:03.241129;M;6;1.0;6;8.903742000000001;3.4452930000000004;s;living_room;living_room;366;6;weekday_
10984;2007-11-02 19:06:06.686422;M;10;1.0;10;5.762357000000001;5.333471;s;living_room;living_room;366;6;weekday_
10985;2007-11-02 19:06:12.019893;M;7;1.0;7;2.848249;0.42888600000000004;s;living_room;living_room;366;6;weekday_
10988;2007-11-02 19:06:12.448779;M;6;1.0;6;2.040492;0.34988400000000003;s;living_room;living_room;366;6;weekday_
10989;2007-11-02 19:06:12.798663;M;8;1.0;8;5.757915000000001;2.295394;s;living_room;living_room;366;6;weekday_
10992;2007-11-02 19:06:15.094057;M;7;1.0;7;3.275046;1.5895210000000002;s;living_room;living_room;366;6;weekday_
10993;2007-11-02 19:06:16.683578;M;6;1.0;6;6.790154;17.205229000000003;s;living_room;living_room;366;6;weekday_
10997;2007-11-02 19:06:33.888807;M;6;1.0;6;4.893639;5.188575;s;living_room;living_room;366;6;weekday_
10999;2007-11-02 19:06:39.077382;M;6;1.0;6;1.9345040000000002;4.444596000000001;s;living_room;living_room;366;6;weekday_
11001;2007-11-02 19:06:43.521978;M;6;1.0;6;1.754135;7.6706270000000005;s;living_room;living_room;366;6;weekday_
11003;2007-11-02 19:06:51.192605;M;6;1.0;6;1.020707;4.840952000000001;s;living_room;living_room;366;6;weekday_
11005;2007-11-02 19:06:56.033557;M;6;1.0;6;1.679845;3.976427;s;living_room;living_room;366;6;weekday_
11007;2007-11-02 19:07:00.009984;M;6;1.0;6;10.139171000000001;51.2978;s;living_room;living_room;366;6;weekday_
11009;2007-11-02 19:07:51.307784;M;6;1.0;6;1.692287;10.360921000000001;s;living_room;living_room;366;6;weekday_
11011;2007-11-02 19:08:01.668705;M;6;1.0;6;4.224492000000001;8.900234000000001;s;living_room;living_room;366;6;weekday_
11013;2007-11-02 19:08:10.568939;M;6;1.0;6;5.8138760000000005;10.433327;s;living_room;living_room;366;6;weekday_
11015;2007-11-02 19:08:21.002266;M;6;1.0;6;1.804882;0.476248;s;living_room;living_room;366;6;weekday_
11016;2007-11-02 19:08:21.478514;M;10;1.0;10;1.603572;1.9894330000000002;s;living_room;living_room;366;6;weekday_
11019;2007-11-02 19:08:23.467947;M;10;1.0;10;2.679256;38.686836;s;living_room;living_room;366;6;weekday_
11021;2007-11-02 19:09:02.154783;M;10;1.0;10;1.7461650000000002;6.693933;s;living_room;living_room;366;6;weekday_
11023;2007-11-02 19:09:08.848716;M;10;1.0;10;4.270336;0.33889800000000003;s;living_room;living_room;366;6;weekday_
11024;2007-11-02 19:09:09.187614;M;6;1.0;6;3.612458;162.838411;s;living_room;living_room;366;6;weekday_
11027;2007-11-02 19:11:52.026025;M;10;1.0;10;1.021747;16.465334000000002;s;living_room;living_room;366;6;weekday_
11029;2007-11-02 19:12:08.491359;M;10;1.0;10;2.810309;49.549073;s;living_room;living_room;366;6;weekday_
11031;2007-11-02 19:12:58.040432;M;10;1.0;10;1.395615;11.657702;s;living_room;living_room;366;6;weekday_
11033;2007-11-02 19:13:09.698134;M;10;1.0;10;1.044674;15.365933000000002;s;living_room;living_room;366;6;weekday_
11035;2007-11-02 19:13:25.064067;M;10;1.0;10;3.507794;4.005206;s;living_room;living_room;366;6;weekday_
11037;2007-11-02 19:13:29.069273;M;10;1.0;10;2.713604;1.7785300000000002;s;living_room;living_room;366;6;weekday_
11038;2007-11-02 19:13:30.847803;M;6;1.0;6;3.250258;1.151092;s;living_room;living_room;366;6;weekday_
11040;2007-11-02 19:13:31.998895;M;10;1.0;10;1.6881480000000002;7.276529;s;living_room;living_room;366;6;weekday_
11043;2007-11-02 19:13:39.275424;M;10;1.0;10;4.105037;19.500548000000002;s;living_room;living_room;366;6;weekday_
11045;2007-11-02 19:13:58.775972;M;10;1.0;10;2.9754810000000003;6.118581000000001;s;living_room;living_room;366;6;weekday_
11047;2007-11-02 19:14:04.894553;M;10;1.0;10;1.5575780000000001;89.78457800000001;s;living_room;living_room;366;6;weekday_
11049;2007-11-02 19:15:34.679131;M;10;1.0;10;1.9984380000000002;3.57999;s;living_room;living_room;366;6;weekday_
11051;2007-11-02 19:15:38.259121;M;10;1.0;10;1.84149;6.206308000000001;s;living_room;living_room;366;6;weekday_
11053;2007-11-02 19:15:44.465429;M;10;1.0;10;3.5575180000000004;31.534004000000003;s;living_room;living_room;366;6;weekday_
11055;2007-11-02 19:16:15.999433;M;10;1.0;10;1.9485480000000002;40.737896;s;living_room;living_room;366;6;weekday_
11057;2007-11-02 19:16:56.737329;M;10;1.0;10;1.00108;0.7050620000000001;s;living_room;living_room;366;6;weekday_
11058;2007-11-02 19:16:57.442391;M;6;1.0;6;2.023161;1.1441000000000001;s;living_room;living_room;366;6;weekday_
11060;2007-11-02 19:16:58.586491;M;10;1.0;10;1.5350810000000001;78.204094;s;living_room;living_room;366;6;weekday_
11063;2007-11-02 19:18:16.790585;M;10;1.0;10;1.232054;2.9034240000000002;s;living_room;living_room;366;6;weekday_
11065;2007-11-02 19:18:19.694009;M;10;1.0;10;3.782922;100.06728600000001;s;living_room;living_room;366;6;weekday_
11067;2007-11-02 19:19:59.761295;M;10;1.0;10;4.34075;555.1785960000001;s;living_room;living_room;366;6;weekday_
11069;2007-11-02 19:29:14.939891;M;10;1.0;10;1.8184920000000002;2.1833780000000003;s;living_room;living_room;366;6;weekday_
11071;2007-11-02 19:29:17.123269;M;10;1.0;10;2.18637;509.85057;s;living_room;living_room;366;6;weekday_
11073;2007-11-02 19:37:46.973839;M;10;1.0;10;1.539784;831.112506;s;living_room;living_room;366;6;weekday_
11075;2007-11-02 19:51:38.086345;M;10;1.0;10;3.9420020000000005;375.00732000000005;s;living_room;living_room;366;6;weekday_
11077;2007-11-02 19:57:53.093665;M;10;1.0;10;1.8866930000000002;18.839003;s;living_room;living_room;366;6;weekday_
11079;2007-11-02 19:58:11.932668;M;10;1.0;10;15.021746;5.024579;s;living_room;living_room;366;6;weekday_
11080;2007-11-02 19:58:16.957247;M;6;1.0;6;1.7095140000000002;12.679400000000001;s;living_room;living_room;366;6;weekday_
11083;2007-11-02 19:58:29.636647;M;10;1.0;10;6.236238;38.871514000000005;s;living_room;living_room;366;6;weekday_
11085;2007-11-02 19:59:08.508161;M;10;1.0;10;3.8871670000000003;268.416047;s;living_room;living_room;366;6;weekday_
11087;2007-11-02 20:03:36.924208;M;10;1.0;10;1.3577160000000001;571.115529;s;living_room;living_room;366;6;weekday_
11089;2007-11-02 20:13:08.039737;M;10;1.0;10;2.073159;11.136551;s;living_room;living_room;366;6;weekday_
11091;2007-11-02 20:13:19.176288;M;10;1.0;10;3.029144;3.849914;s;living_room;living_room;366;6;weekday_
11093;2007-11-02 20:13:23.026202;M;10;1.0;10;2.0184320000000002;305.975864;s;living_room;living_room;366;6;weekday_
11095;2007-11-02 20:18:29.002066;M;10;1.0;10;1.720655;511.72024000000005;s;living_room;living_room;366;6;weekday_
11097;2007-11-02 20:27:00.722306;M;10;1.0;10;1.5055720000000001;797.320011;s;living_room;living_room;366;6;weekday_
11099;2007-11-02 20:40:18.042317;M;10;1.0;10;1.397605;65.11071;s;living_room;living_room;366;6;weekday_
11101;2007-11-02 20:41:23.153027;M;10;1.0;10;4.334770000000001;1.657532;s;living_room;living_room;366;6;weekday_
11102;2007-11-02 20:41:24.810559;M;9;1.0;9;1.683524;3.648965;s;living_room;living_room;366;6;weekday_
