;Activity;Sensor_Added;Duration;Timestamp;LC_Activity;LC;Case
8522;[6, 8, 15, 16];0;0.16;2007-10-31 22:41:44.660876;7;c;78.0
8523;[6, 15, 16];0;1.34;2007-10-31 22:41:44.820831;8;c;78.0
8524;[15, 16];0;1.85;2007-10-31 22:41:46.164454;6;c;78.0
8525;[15, 16, 8];8;0.36;2007-10-31 22:41:48.018801;8;s;78.0
8526;[15, 16, 8, 9];9;1.52;2007-10-31 22:41:48.378992;9;s;78.0
8527;[15, 16, 8, 9, 7];7;0.36;2007-10-31 22:41:49.895902;7;s;78.0
8528;[16, 8, 9, 7];0;0.16;2007-10-31 22:41:50.259883;15;c;78.0
8529;[8, 9, 7];0;0.84;2007-10-31 22:41:50.423854;16;c;78.0
8530;[9, 7, 6];0;0.88;2007-10-31 22:41:51.073573;8;c;78.0
8531;[8, 9, 7, 6];6;-0.19;2007-10-31 22:41:51.259811;6;s;78.0
8532;[7, 6];0;0.11;2007-10-31 22:41:51.955672;9;c;78.0
8533;[6];0;0.97;2007-10-31 22:41:52.069682;7;c;78.0
8534;[6, 10];10;1.71;2007-10-31 22:41:53.043425;10;s;78.0
8535;[10];0;0.11;2007-10-31 22:41:54.750998;6;c;78.0
8536;[];0;0.2;2007-10-31 22:41:54.865994;10;c;78.0
8537;[6];6;4.04;2007-10-31 22:41:55.063641;6;s;78.0
8538;[6, 10];10;1.74;2007-10-31 22:41:59.108388;10;s;78.0
8539;[6];0;2.23;2007-10-31 22:42:00.844567;10;c;78.0
8540;[];0;5.25;2007-10-31 22:42:03.077688;6;c;78.0
8541;[10];10;1.74;2007-10-31 22:42:08.324133;10;s;78.0
8542;[];0;9.41;2007-10-31 22:42:10.067686;10;c;78.0
8543;[10];10;3.76;2007-10-31 22:42:19.481246;10;s;78.0
8544;[];0;0.28;2007-10-31 22:42:23.240277;10;c;78.0
8545;[10];10;2.4;2007-10-31 22:42:23.522186;10;s;78.0
8546;[];0;80.78;2007-10-31 22:42:25.919561;10;c;78.0
8547;[6];6;0.45;2007-10-31 22:43:46.697641;6;s;78.0
8548;[6, 10];10;1.58;2007-10-31 22:43:47.143525;10;s;78.0
8549;[6];0;1.89;2007-10-31 22:43:48.724115;10;c;78.0
8550;[];0;0.5;2007-10-31 22:43:50.616687;6;c;78.0
8551;[6];6;3.85;2007-10-31 22:43:51.114673;6;s;78.0
8552;[];0;2.41;2007-10-31 22:43:54.967992;6;c;78.0
8553;[10];10;1.56;2007-10-31 22:43:57.379252;10;s;78.0
8554;[];0;106.88;2007-10-31 22:43:58.944024;10;c;78.0
8555;[6];6;4.68;2007-10-31 22:45:45.820635;6;s;78.0
8556;[];0;2.42;2007-10-31 22:45:50.503413;6;c;78.0
8557;[10];10;1.01;2007-10-31 22:45:52.924776;10;s;78.0
8558;[];0;0.29;2007-10-31 22:45:53.936512;10;c;78.0
8559;[6];6;2.04;2007-10-31 22:45:54.226431;6;s;78.0
8560;[];0;0.16;2007-10-31 22:45:56.268887;6;c;78.0
8561;[6];6;6.86;2007-10-31 22:45:56.428838;6;s;78.0
8562;[];0;22.38;2007-10-31 22:46:03.292092;6;c;78.0
8563;[6];6;3.19;2007-10-31 22:46:25.676635;6;s;78.0
8564;[];0;5.41;2007-10-31 22:46:28.867795;6;c;78.0
8565;[6];6;2.99;2007-10-31 22:46:34.278088;6;s;78.0
8566;[];0;23.61;2007-10-31 22:46:37.268145;6;c;78.0
8567;[6];6;1.81;2007-10-31 22:47:00.878124;6;s;78.0
8568;[];0;136.01;2007-10-31 22:47:02.688641;6;c;78.0
8569;[11];11;1.53;2007-10-31 22:49:18.700245;11;s;78.0
8570;[];0;287.04;2007-10-31 22:49:20.229853;11;c;78.0
8571;[6];6;3.86;2007-10-31 22:54:07.265854;6;s;78.0
8572;[6, 10];10;0.39;2007-10-31 22:54:11.126762;10;s;78.0
8573;[6, 10, 11];11;1.02;2007-10-31 22:54:11.517658;11;s;78.0
8574;[10, 11];0;0.25;2007-10-31 22:54:12.537389;6;c;78.0
8575;[11];0;1.81;2007-10-31 22:54:12.792322;10;c;78.0
8576;[];0;0.95;2007-10-31 22:54:14.600843;11;c;78.0
8577;[6];6;2.18;2007-10-31 22:54:15.551606;6;s;78.0
8578;[];0;14.32;2007-10-31 22:54:17.727421;6;c;78.0
8579;[11];11;0.56;2007-10-31 22:54:32.049331;11;s;78.0
8580;[11, 10];10;1.1;2007-10-31 22:54:32.609324;10;s;78.0
8581;[11, 10, 6];6;0.3;2007-10-31 22:54:33.705212;6;s;78.0
8582;[10, 6];0;2.72;2007-10-31 22:54:34.005916;11;c;78.0
8583;[6];0;2.5;2007-10-31 22:54:36.730478;10;c;78.0
8584;[];0;6.13;2007-10-31 22:54:39.231811;6;c;78.0
8585;[6];6;1.02;2007-10-31 22:54:45.363191;6;s;78.0
8586;[];0;13.23;2007-10-31 22:54:46.385919;6;c;78.0
8587;[6];6;1.01;2007-10-31 22:54:59.619437;6;s;78.0
8588;[];0;15.4;2007-10-31 22:55:00.628171;6;c;78.0
8589;[10];10;2.38;2007-10-31 22:55:16.030318;10;s;78.0
8590;[];0;50.8;2007-10-31 22:55:18.414155;10;c;78.0
8591;[6];6;1.72;2007-10-31 22:56:09.209296;6;s;78.0
8592;[6, 6];6;1.97;2007-10-31 22:56:10.932837;6;s;78.0
8593;[];0;0.13;2007-10-31 22:56:12.900333;6;c;78.0
8594;[6];6;2.39;2007-10-31 22:56:13.032316;6;s;78.0
8595;[];0;4.46;2007-10-31 22:56:15.419731;6;c;78.0
8596;[6];6;4.5;2007-10-31 22:56:19.879984;6;s;78.0
8597;[];0;57.63;2007-10-31 22:56:24.380478;6;c;78.0
8598;[6];6;2.49;2007-10-31 22:57:22.010835;6;s;78.0
8599;[];0;3.47;2007-10-31 22:57:24.502743;6;c;78.0
8600;[10];10;1.02;2007-10-31 22:57:27.972349;10;s;78.0
8601;[];0;1.07;2007-10-31 22:57:28.993408;10;c;78.0
8602;[10];10;1.56;2007-10-31 22:57:30.061517;10;s;78.0
8603;[];0;0.54;2007-10-31 22:57:31.620689;10;c;78.0
8604;[10];10;0.86;2007-10-31 22:57:32.163747;10;s;78.0
8605;[];0;9.11;2007-10-31 22:57:33.020286;10;c;78.0
8606;[6];6;3.79;2007-10-31 22:57:42.133206;6;s;78.0
8607;[];0;11.08;2007-10-31 22:57:45.927457;6;c;78.0
8608;[11];11;0.17;2007-10-31 22:57:57.011051;11;s;78.0
8609;[11, 6];6;1.98;2007-10-31 22:57:57.177048;6;s;78.0
8610;[6];0;0.12;2007-10-31 22:57:59.156675;11;c;78.0
8611;[6, 10];10;0.89;2007-10-31 22:57:59.275646;10;s;78.0
8612;[6, 10, 11];11;1.04;2007-10-31 22:58:00.166406;11;s;78.0
8613;[6, 10];0;1.26;2007-10-31 22:58:01.210142;11;c;78.0
8614;[6];0;1.13;2007-10-31 22:58:02.473811;10;c;78.0
8615;[];0;6.12;2007-10-31 22:58:03.605519;6;c;78.0
8616;[11];11;2.2;2007-10-31 22:58:09.727955;11;s;78.0
8617;[11, 11];11;2.11;2007-10-31 22:58:11.923378;11;s;78.0
8618;[];0;1.13;2007-10-31 22:58:14.029875;11;c;78.0
8619;[10];10;1.74;2007-10-31 22:58:15.162523;10;s;78.0
8620;[];0;0.12;2007-10-31 22:58:16.900073;10;c;78.0
8621;[10];10;1.98;2007-10-31 22:58:17.023051;10;s;78.0
8622;[];0;;2007-10-31 22:58:19.006552;10;c;78.0
8623;[35];35;4.54;2007-11-01 06:05:44.644539;35;s;79.0
8624;[];0;;2007-11-01 06:05:49.184501;35;c;79.0
8625;[35];35;3.15;2007-11-01 06:10:56.153886;35;s;80.0
8626;[];0;;2007-11-01 06:10:59.306018;35;c;80.0
8627;[35];35;1.48;2007-11-01 06:26:18.527441;35;s;81.0
8628;[35, 34];34;4.48;2007-11-01 06:26:20.008518;34;s;81.0
8629;[35];0;0.57;2007-11-01 06:26:24.485156;34;c;81.0
8630;[35, 34];34;1.93;2007-11-01 06:26:25.053808;34;s;81.0
8631;[35];0;0.35;2007-11-01 06:26:26.979827;34;c;81.0
8632;[];0;0.17;2007-11-01 06:26:27.325743;35;c;81.0
8633;[35];35;5.75;2007-11-01 06:26:27.493712;35;s;81.0
8634;[35, 34];34;5.12;2007-11-01 06:26:33.244411;34;s;81.0
8635;[35];0;5.65;2007-11-01 06:26:38.360875;34;c;81.0
8636;[];0;100.91;2007-11-01 06:26:44.007891;35;c;81.0
8637;[35];35;2.09;2007-11-01 06:28:24.915581;35;s;81.0
8638;[];0;;2007-11-01 06:28:27.008656;35;c;81.0
8639;[35];35;1.93;2007-11-01 06:34:25.225097;35;s;82.0
8640;[];0;;2007-11-01 06:34:27.152555;35;c;82.0
8641;[35];35;2.02;2007-11-01 06:44:19.833544;35;s;83.0
8642;[];0;1.05;2007-11-01 06:44:21.853747;35;c;83.0
8643;[35];35;1.58;2007-11-01 06:44:22.901845;35;s;83.0
8644;[];0;0.19;2007-11-01 06:44:24.484923;35;c;83.0
8645;[34];34;0.16;2007-11-01 06:44:24.678904;34;s;83.0
8646;[34, 35];35;1.79;2007-11-01 06:44:24.841894;35;s;83.0
8647;[35];0;2.97;2007-11-01 06:44:26.636419;34;c;83.0
8648;[35, 34];34;4.31;2007-11-01 06:44:29.604593;34;s;83.0
8649;[35, 34, 34];34;1.1;2007-11-01 06:44:33.915099;34;s;83.0
8650;[35];0;0.56;2007-11-01 06:44:35.015855;34;c;83.0
8651;[35, 34];34;0.49;2007-11-01 06:44:35.573722;34;s;83.0
8652;[35];0;2.98;2007-11-01 06:44:36.064544;34;c;83.0
8653;[];0;;2007-11-01 06:44:39.040784;35;c;83.0
8654;[35];35;8.74;2007-11-01 07:02:40.119653;35;s;84.0
8655;[35, 34];34;3.78;2007-11-01 07:02:48.859893;34;s;84.0
8656;[35];0;0.39;2007-11-01 07:02:52.638251;34;c;84.0
8657;[];0;;2007-11-01 07:02:53.028431;35;c;84.0
8658;[35];35;1.2;2007-11-01 07:30:02.557028;35;s;85.0
8659;[35, 34];34;1.95;2007-11-01 07:30:03.753121;34;s;85.0
8660;[35];0;3.33;2007-11-01 07:30:05.699316;34;c;85.0
8661;[];0;2.35;2007-11-01 07:30:09.024938;35;c;85.0
8662;[35];35;1.72;2007-11-01 07:30:11.370287;35;s;85.0
8663;[];0;7.15;2007-11-01 07:30:13.090259;35;c;85.0
8664;[35];35;4.19;2007-11-01 07:30:20.235837;35;s;85.0
8665;[];0;27.61;2007-11-01 07:30:24.426703;35;c;85.0
8666;[35];35;1.34;2007-11-01 07:30:52.033735;35;s;85.0
8667;[35, 34];34;8.41;2007-11-01 07:30:53.370438;34;s;85.0
8668;[35];0;2.38;2007-11-01 07:31:01.778833;34;c;85.0
8669;[];0;0.51;2007-11-01 07:31:04.156255;35;c;85.0
8670;[35];35;1.05;2007-11-01 07:31:04.666079;35;s;85.0
8671;[];0;156.31;2007-11-01 07:31:05.711799;35;c;85.0
8672;[35];35;17.0;2007-11-01 07:33:42.023726;35;s;85.0
8673;[];0;16.27;2007-11-01 07:33:59.019066;35;c;85.0
8674;[35];35;1.59;2007-11-01 07:34:15.289011;35;s;85.0
8675;[];0;38.18;2007-11-01 07:34:16.883814;35;c;85.0
8676;[35];35;3.39;2007-11-01 07:34:55.068734;35;s;85.0
8677;[35, 34];34;2.57;2007-11-01 07:34:58.453791;34;s;85.0
8678;[35];0;1.23;2007-11-01 07:35:01.021503;34;c;85.0
8679;[35, 34];34;1.09;2007-11-01 07:35:02.252747;34;s;85.0
8680;[35];0;0.85;2007-11-01 07:35:03.347446;34;c;85.0
8681;[35, 34];34;1.92;2007-11-01 07:35:04.198214;34;s;85.0
8682;[35];0;3.77;2007-11-01 07:35:06.113701;34;c;85.0
8683;[];0;;2007-11-01 07:35:09.885665;35;c;85.0
8684;[35];35;2.18;2007-11-01 07:49:03.723227;35;s;86.0
8685;[];0;0.85;2007-11-01 07:49:05.904675;35;c;86.0
8686;[35];35;0.92;2007-11-01 07:49:06.751587;35;s;86.0
8687;[35, 34];34;3.18;2007-11-01 07:49:07.673525;34;s;86.0
8688;[35];0;3.03;2007-11-01 07:49:10.858027;34;c;86.0
8689;[35, 34];34;3.34;2007-11-01 07:49:13.891192;34;s;86.0
8690;[35];0;0.22;2007-11-01 07:49:17.233879;34;c;86.0
8691;[35, 34];34;1.68;2007-11-01 07:49:17.452892;34;s;86.0
8692;[35];0;3.89;2007-11-01 07:49:19.129043;34;c;86.0
8693;[];0;;2007-11-01 07:49:23.023202;35;c;86.0
8694;[35];35;0.3;2007-11-01 07:54:56.627331;35;s;87.0
8695;[35, 34];34;1.23;2007-11-01 07:54:56.924349;34;s;87.0
8696;[34];0;0.67;2007-11-01 07:54:58.153455;35;c;87.0
8697;[34, 35];35;3.07;2007-11-01 07:54:58.824509;35;s;87.0
8698;[35];0;2.08;2007-11-01 07:55:01.892788;34;c;87.0
8699;[];0;286.23;2007-11-01 07:55:03.972562;35;c;87.0
8700;[35, 34];34;2.53;2007-11-01 07:59:50.052075;34;s;87.0
8701;[35];35;-0.15;2007-11-01 07:59:50.199047;35;s;87.0
8702;[35, 34, 35];35;1.08;2007-11-01 07:59:52.577359;35;s;87.0
8703;[34];0;0.76;2007-11-01 07:59:53.657041;35;c;87.0
8704;[];0;7.28;2007-11-01 07:59:54.416824;34;c;87.0
8705;[35];35;1.35;2007-11-01 08:00:01.696812;35;s;87.0
8706;[35, 34];34;5.44;2007-11-01 08:00:03.048454;34;s;87.0
8707;[35];0;2.58;2007-11-01 08:00:08.492969;34;c;87.0
8708;[35, 34];34;3.33;2007-11-01 08:00:11.068411;34;s;87.0
8709;[35];0;3.24;2007-11-01 08:00:14.396029;34;c;87.0
8710;[35, 34];34;13.04;2007-11-01 08:00:17.638328;34;s;87.0
8711;[35, 34, 36];36;1.04;2007-11-01 08:00:30.681237;36;s;87.0
8712;[35, 34];0;1.37;2007-11-01 08:00:31.720985;36;c;87.0
8713;[35];0;7.29;2007-11-01 08:00:33.088602;34;c;87.0
8714;[35, 34];34;2.0;2007-11-01 08:00:40.382385;34;s;87.0
8715;[35];0;4.42;2007-11-01 08:00:42.382412;34;c;87.0
8716;[];0;13.86;2007-11-01 08:00:46.803534;35;c;87.0
8717;[35];35;10.38;2007-11-01 08:01:00.667717;35;s;87.0
8718;[];0;232.84;2007-11-01 08:01:11.050672;35;c;87.0
8719;[35];35;0.67;2007-11-01 08:05:03.894358;35;s;87.0
8720;[35, 34];34;7.44;2007-11-01 08:05:04.564163;34;s;87.0
8721;[35];0;0.5;2007-11-01 08:05:12.001738;34;c;87.0
8722;[35, 34];34;1.53;2007-11-01 08:05:12.501815;34;s;87.0
8723;[35];0;11.12;2007-11-01 08:05:14.028089;34;c;87.0
8724;[];0;275.95;2007-11-01 08:05:25.145158;35;c;87.0
8725;[35];35;6.13;2007-11-01 08:10:01.091423;35;s;87.0
8726;[];0;2.18;2007-11-01 08:10:07.222723;35;c;87.0
8727;[35];35;1.46;2007-11-01 08:10:09.407124;35;s;87.0
8728;[];0;0.24;2007-11-01 08:10:10.868721;35;c;87.0
8729;[35];35;6.61;2007-11-01 08:10:11.108647;35;s;87.0
8730;[];0;288.71;2007-11-01 08:10:17.721871;35;c;87.0
8731;[35];35;0.88;2007-11-01 08:15:06.430213;35;s;87.0
8732;[35, 34];34;2.29;2007-11-01 08:15:07.310956;34;s;87.0
8733;[35];0;0.79;2007-11-01 08:15:09.599367;34;c;87.0
8734;[35, 34];34;1.07;2007-11-01 08:15:10.391276;34;s;87.0
8735;[35];0;3.82;2007-11-01 08:15:11.463201;34;c;87.0
8736;[35, 34];34;1.76;2007-11-01 08:15:15.287507;34;s;87.0
8737;[35];0;0.04;2007-11-01 08:15:17.047889;34;c;87.0
8738;[];0;2.69;2007-11-01 08:15:17.088877;35;c;87.0
8739;[35];35;2.11;2007-11-01 08:15:19.778409;35;s;87.0
8740;[];0;;2007-11-01 08:15:21.886592;35;c;87.0
8741;[35];35;2.27;2007-11-01 08:33:13.048622;35;s;88.0
8742;[35, 35];35;2.22;2007-11-01 08:33:15.321997;35;s;88.0
8743;[];0;2.51;2007-11-01 08:33:17.538454;35;c;88.0
8744;[35];35;4.88;2007-11-01 08:33:20.053421;35;s;88.0
8745;[];0;;2007-11-01 08:33:24.938142;35;c;88.0
8746;[35];35;1.69;2007-11-01 08:52:37.778911;35;s;89.0
8747;[];0;135.88;2007-11-01 08:52:39.055579;35;c;89.0
8748;[35, 35];35;-0.41;2007-11-01 08:52:39.465466;35;s;89.0
8749;[35];35;1.6;2007-11-01 08:54:54.938866;35;s;89.0
8750;[];0;;2007-11-01 08:54:56.542413;35;c;89.0
8751;[35];35;1.24;2007-11-01 09:00:51.430337;35;s;90.0
8752;[35, 34];34;1.07;2007-11-01 09:00:52.668003;34;s;90.0
8753;[];0;0.89;2007-11-01 09:00:53.077892;35;c;90.0
8754;[35];0;-0.66;2007-11-01 09:00:53.733715;34;c;90.0
8755;[35];35;7.13;2007-11-01 09:00:53.963653;35;s;90.0
8756;[35, 34];34;1.77;2007-11-01 09:01:01.093707;34;s;90.0
8757;[35];0;0.55;2007-11-01 09:01:02.865225;34;c;90.0
8758;[35, 34];34;2.62;2007-11-01 09:01:03.411077;34;s;90.0
8759;[35];0;1.6;2007-11-01 09:01:06.032367;34;c;90.0
8760;[35, 34];34;3.16;2007-11-01 09:01:07.629927;34;s;90.0
8761;[35];0;3.93;2007-11-01 09:01:10.789067;34;c;90.0
8762;[35, 34];34;3.28;2007-11-01 09:01:14.718004;34;s;90.0
8763;[35, 34, 34];34;1.26;2007-11-01 09:01:18.001471;34;s;90.0
8764;[35];0;1.59;2007-11-01 09:01:19.262791;34;c;90.0
8765;[];0;;2007-11-01 09:01:20.852366;35;c;90.0
8766;[35];35;1.8;2007-11-01 09:13:54.470853;35;s;91.0
8767;[];0;;2007-11-01 09:13:56.005008;35;c;91.0
8768;[35, 35];35;-0.27;2007-11-01 09:13:56.271014;35;s;91.0
8769;[35];35;3.11;2007-11-01 09:23:53.454731;35;s;92.0
8770;[];0;5.66;2007-11-01 09:23:56.561915;35;c;92.0
8771;[35];35;1.81;2007-11-01 09:24:02.218369;35;s;92.0
8772;[];0;;2007-11-01 09:24:04.024046;35;c;92.0
8773;[34];34;1.09;2007-11-01 09:56:51.724396;34;s;93.0
8774;[34, 35];35;5.54;2007-11-01 09:56:52.817099;35;s;93.0
8775;[35];0;0.87;2007-11-01 09:56:58.356699;34;c;93.0
8776;[35, 34];34;0.35;2007-11-01 09:56:59.224776;34;s;93.0
8777;[34];0;0.41;2007-11-01 09:56:59.572807;35;c;93.0
8778;[34, 35];35;0.32;2007-11-01 09:56:59.981848;35;s;93.0
8779;[35];0;0.75;2007-11-01 09:57:00.303877;34;c;93.0
8780;[];0;6.94;2007-11-01 09:57:01.053953;35;c;93.0
8781;[35];35;1.52;2007-11-01 09:57:07.993573;35;s;93.0
8782;[];0;1.3;2007-11-01 09:57:09.518364;35;c;93.0
8783;[35];35;3.29;2007-11-01 09:57:10.821274;35;s;93.0
8784;[];0;10.27;2007-11-01 09:57:14.112658;35;c;93.0
8785;[35];35;4.77;2007-11-01 09:57:24.386117;35;s;93.0
8786;[35, 34];34;6.16;2007-11-01 09:57:29.151236;34;s;93.0
8787;[34];0;0.12;2007-11-01 09:57:35.311539;35;c;93.0
8788;[];0;3.87;2007-11-01 09:57:35.434541;34;c;93.0
8789;[34];34;0.12;2007-11-01 09:57:39.300452;34;s;93.0
8790;[34, 35];35;1.69;2007-11-01 09:57:39.425428;35;s;93.0
8791;[35];0;1.31;2007-11-01 09:57:41.117946;34;c;93.0
8792;[];0;;2007-11-01 09:57:42.431582;35;c;93.0
8793;[24];24;2.18;2007-11-01 17:36:09.307578;24;s;94.0
8794;[24, 25];25;2.57;2007-11-01 17:36:11.490969;25;s;94.0
8795;[24];0;3.01;2007-11-01 17:36:14.062464;25;c;94.0
8796;[24, 21];21;0.01;2007-11-01 17:36:17.072873;21;s;94.0
8797;[24, 21, 22];22;2.31;2007-11-01 17:36:17.087693;22;s;94.0
8798;[21, 22, 23];0;0.5;2007-11-01 17:36:19.047041;24;c;94.0
8799;[22, 23, 1];1;1.37;2007-11-01 17:36:19.081305;1;s;94.0
8800;[24, 21, 22, 23];23;-0.35;2007-11-01 17:36:19.401061;23;s;94.0
8801;[22, 23];0;-0.46;2007-11-01 17:36:19.542086;21;c;94.0
8802;[23, 1];0;1.95;2007-11-01 17:36:20.453001;22;c;94.0
8803;[1];0;4.19;2007-11-01 17:36:22.058787;23;c;94.0
8804;[23, 1, 23];23;-0.35;2007-11-01 17:36:22.407706;23;s;94.0
8805;[1, 7];7;1.05;2007-11-01 17:36:26.253661;7;s;94.0
8806;[1, 7, 8];8;1.03;2007-11-01 17:36:27.303371;8;s;94.0
8807;[1, 7, 8, 9];9;0.15;2007-11-01 17:36:28.331075;9;s;94.0
8808;[7, 8, 9];0;1.53;2007-11-01 17:36:28.479061;1;c;94.0
8809;[7, 8];0;1.72;2007-11-01 17:36:30.008626;9;c;94.0
8810;[8];0;0.0;2007-11-01 17:36:31.731258;7;c;94.0
8811;[8, 6];6;0.24;2007-11-01 17:36:31.731258;6;s;94.0
8812;[6];0;1.05;2007-11-01 17:36:31.970172;8;c;94.0
8813;[];0;0.79;2007-11-01 17:36:33.018864;6;c;94.0
8814;[10];10;2.63;2007-11-01 17:36:33.805642;10;s;94.0
8815;[];0;81.39;2007-11-01 17:36:36.436921;10;c;94.0
8816;[11];11;2.78;2007-11-01 17:37:57.823626;11;s;94.0
8817;[];0;18.12;2007-11-01 17:38:00.604874;11;c;94.0
8818;[11];11;1.66;2007-11-01 17:38:18.726512;11;s;94.0
8819;[];0;12.64;2007-11-01 17:38:20.388273;11;c;94.0
8820;[10];10;1.02;2007-11-01 17:38:33.031741;10;s;94.0
8821;[];0;11.01;2007-11-01 17:38:34.047821;10;c;94.0
8822;[11];11;3.53;2007-11-01 17:38:45.055668;11;s;94.0
8823;[];0;8.18;2007-11-01 17:38:48.582674;11;c;94.0
8824;[11];11;2.13;2007-11-01 17:38:56.766431;11;s;94.0
8825;[];0;28.73;2007-11-01 17:38:58.897834;11;c;94.0
8826;[11];11;1.03;2007-11-01 17:39:27.632664;11;s;94.0
8827;[];0;1.57;2007-11-01 17:39:28.662562;11;c;94.0
8828;[11];11;1.98;2007-11-01 17:39:30.232441;11;s;94.0
8829;[];0;33.41;2007-11-01 17:39:32.217049;11;c;94.0
8830;[10];10;3.32;2007-11-01 17:40:05.630583;10;s;94.0
8831;[];0;2.03;2007-11-01 17:40:08.945665;10;c;94.0
8832;[10];10;1.52;2007-11-01 17:40:10.973098;10;s;94.0
8833;[];0;4.99;2007-11-01 17:40:12.490687;10;c;94.0
8834;[11];11;2.44;2007-11-01 17:40:17.479342;11;s;94.0
8835;[];0;26.65;2007-11-01 17:40:19.922684;11;c;94.0
8836;[10];10;1.52;2007-11-01 17:40:46.574261;10;s;94.0
8837;[];0;1.82;2007-11-01 17:40:48.092417;10;c;94.0
8838;[11];11;0.1;2007-11-01 17:40:49.915559;11;s;94.0
8839;[11, 10];10;1.88;2007-11-01 17:40:50.013459;10;s;94.0
8840;[10];0;1.17;2007-11-01 17:40:51.890652;11;c;94.0
8841;[];0;18.09;2007-11-01 17:40:53.062644;10;c;94.0
8842;[11];11;2.84;2007-11-01 17:41:11.148723;11;s;94.0
8843;[];0;17.0;2007-11-01 17:41:13.988922;11;c;94.0
8844;[10];10;0.11;2007-11-01 17:41:30.984609;10;s;94.0
8845;[10, 11];11;1.17;2007-11-01 17:41:31.090568;11;s;94.0
8846;[10, 11, 6];6;2.48;2007-11-01 17:41:32.256714;6;s;94.0
8847;[11, 6];0;0.22;2007-11-01 17:41:34.738952;10;c;94.0
8848;[6];0;2.74;2007-11-01 17:41:34.957024;11;c;94.0
8849;[];0;13.38;2007-11-01 17:41:37.695074;6;c;94.0
8850;[10];10;2.61;2007-11-01 17:41:51.079192;10;s;94.0
8851;[10, 10];10;2.43;2007-11-01 17:41:53.690673;10;s;94.0
8852;[10, 10, 10];10;0.73;2007-11-01 17:41:56.116884;10;s;94.0
8853;[10, 10, 10, 11];11;2.15;2007-11-01 17:41:56.844944;11;s;94.0
8854;[11];0;1.65;2007-11-01 17:41:58.999155;10;c;94.0
8855;[];0;46.65;2007-11-01 17:42:00.647059;11;c;94.0
8856;[6];6;0.16;2007-11-01 17:42:47.296023;6;s;94.0
8857;[6, 11];11;2.56;2007-11-01 17:42:47.455985;11;s;94.0
8858;[6];0;0.3;2007-11-01 17:42:50.011253;11;c;94.0
8859;[6, 11];11;1.67;2007-11-01 17:42:50.313154;11;s;94.0
8860;[11];0;1.38;2007-11-01 17:42:51.983856;6;c;94.0
8861;[];0;28.63;2007-11-01 17:42:53.367761;11;c;94.0
8862;[6];6;4.98;2007-11-01 17:43:22.000059;6;s;94.0
8863;[];0;31.14;2007-11-01 17:43:26.978518;6;c;94.0
8864;[11];11;0.15;2007-11-01 17:43:58.115625;11;s;94.0
8865;[11, 10];10;1.37;2007-11-01 17:43:58.269597;10;s;94.0
8866;[11];0;0.71;2007-11-01 17:43:59.641303;10;c;94.0
8867;[11, 11];11;0.35;2007-11-01 17:44:00.349233;11;s;94.0
8868;[11, 11, 10];10;0.75;2007-11-01 17:44:00.704201;10;s;94.0
8869;[10];0;0.36;2007-11-01 17:44:01.450157;11;c;94.0
8870;[10, 6];6;1.78;2007-11-01 17:44:01.814124;6;s;94.0
8871;[10];0;0.45;2007-11-01 17:44:03.590844;6;c;94.0
8872;[];0;0.51;2007-11-01 17:44:04.043464;10;c;94.0
8873;[10];10;2.32;2007-11-01 17:44:04.550624;10;s;94.0
8874;[10, 11];11;2.08;2007-11-01 17:44:06.873982;11;s;94.0
8875;[11];0;2.91;2007-11-01 17:44:08.957402;10;c;94.0
8876;[];0;104.65;2007-11-01 17:44:11.862604;11;c;94.0
8877;[10];10;1.06;2007-11-01 17:45:56.515599;10;s;94.0
8878;[10, 6];6;0.37;2007-11-01 17:45:57.579299;6;s;94.0
8879;[6];0;0.31;2007-11-01 17:45:57.949193;10;c;94.0
8880;[6, 11];11;0.27;2007-11-01 17:45:58.263104;11;s;94.0
8881;[6, 11, 10];10;1.01;2007-11-01 17:45:58.531023;10;s;94.0
8882;[6, 11];0;0.77;2007-11-01 17:45:59.540743;10;c;94.0
8883;[6, 11, 6];6;0.45;2007-11-01 17:46:00.308533;6;s;94.0
8884;[6, 6];0;0.61;2007-11-01 17:46:00.758413;11;c;94.0
8885;[];0;8.15;2007-11-01 17:46:01.370267;6;c;94.0
8886;[6];6;0.77;2007-11-01 17:46:09.516602;6;s;94.0
8887;[6, 11];11;1.55;2007-11-01 17:46:10.283394;11;s;94.0
8888;[6];0;0.69;2007-11-01 17:46:11.837957;11;c;94.0
8889;[10];10;1.8;2007-11-01 17:46:12.089908;10;s;94.0
8890;[];0;-0.44;2007-11-01 17:46:12.525775;6;c;94.0
8891;[];0;18.36;2007-11-01 17:46:13.894394;10;c;94.0
8892;[11];11;1.92;2007-11-01 17:46:32.258555;11;s;94.0
8893;[];0;14.58;2007-11-01 17:46:34.182253;11;c;94.0
8894;[10];10;1.09;2007-11-01 17:46:48.764212;10;s;94.0
8895;[10, 11];11;0.68;2007-11-01 17:46:49.849901;11;s;94.0
8896;[11];0;1.38;2007-11-01 17:46:50.529712;10;c;94.0
8897;[];0;74.02;2007-11-01 17:46:51.905333;11;c;94.0
8898;[10];10;1.85;2007-11-01 17:48:05.924062;10;s;94.0
8899;[];0;35.31;2007-11-01 17:48:07.769546;10;c;94.0
8900;[10];10;2.77;2007-11-01 17:48:43.077057;10;s;94.0
